yearstart,yearend,locationabbr,datasource,question,datavalueunit,datavaluetype,datavalue,stratificationcategory1,stratification1,:@computed_region_skr5_azej,:@computed_region_hjsp_umg2
2021,2021,VT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,37.2,Sex,Male,3218.0,28.0
2021,2021,VT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,87.7,Race/Ethnicity,"White, non-Hispanic",3218.0,28.0
2021,2021,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,20.51,Race/Ethnicity,Hispanic,2956.0,6.0
2021,2021,TX,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,2.71,Race/Ethnicity,Hispanic,3109.0,23.0
2021,2021,US,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,25.4,Race/Ethnicity,"Asian, non-Hispanic",,
2021,2021,US,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,5.33,Sex,Female,,
2021,2021,TN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,39.2,Race/Ethnicity,Hispanic,2159.0,39.0
2021,2021,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,1.85,Sex,Male,900.0,13.0
2021,2021,TX,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,32.8,Race/Ethnicity,"Black, non-Hispanic",3109.0,23.0
2021,2021,UT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,21.5,Sex,Female,900.0,13.0
2021,2021,WV,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,42.2,Overall,Overall,2749.0,42.0
2021,2021,US,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,31.84,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,
2021,2021,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,4.22,Sex,Female,2758.0,40.0
2021,2021,UT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,56.1,Race/Ethnicity,Hispanic,900.0,13.0
2021,2021,WV,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,44.3,Sex,Female,2749.0,42.0
2021,2021,TN,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,10.4,Overall,Overall,2159.0,39.0
2021,2021,WV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,7.95,Race/Ethnicity,"White, non-Hispanic",2749.0,42.0
2021,2021,TX,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,113.1,Race/Ethnicity,Hispanic,3109.0,23.0
2021,2021,TX,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,25.0,Race/Ethnicity,"Multiracial, non-Hispanic",3109.0,23.0
2021,2021,TX,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.1,Race/Ethnicity,"Black, non-Hispanic",3109.0,23.0
2021,2021,TN,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,11.1,Sex,Female,2159.0,39.0
2021,2021,TX,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,85.19,Race/Ethnicity,"White, non-Hispanic",3109.0,23.0
2021,2021,US,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,81.33,Race/Ethnicity,"White, non-Hispanic",,
2021,2021,WV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,160.9,Sex,Female,2749.0,42.0
2021,2021,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,1.77,Sex,Male,2956.0,6.0
2021,2021,WI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,10.8,Age,Age >=65,3078.0,41.0
2021,2021,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,2.63,Sex,Female,3084.0,14.0
2022,2022,HI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,3.4,Race/Ethnicity,Hispanic,1657.0,4.0
2022,2022,AL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,21.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",94.0,29.0
2022,2022,AK,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.6,Race/Ethnicity,"Multiracial, non-Hispanic",1673.0,51.0
2021,2021,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,149.2,Sex,Female,3084.0,14.0
2021,2021,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,17.4,Race/Ethnicity,"Black, non-Hispanic",3078.0,41.0
2022,2022,GA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,6.6,Overall,Overall,1149.0,31.0
2022,2022,FL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,6.5,Sex,Female,1112.0,30.0
2022,2022,AR,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,9.8,Overall,Overall,998.0,15.0
2021,2021,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,56.3,Race/Ethnicity,Hispanic,3078.0,41.0
2022,2022,AR,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,10.1,Sex,Female,998.0,15.0
2022,2022,DE,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.0,Overall,Overall,1046.0,43.0
2021,2021,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,261.5,Race/Ethnicity,"White, non-Hispanic",3078.0,41.0
2021,2021,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,3.6,Race/Ethnicity,"White, non-Hispanic",3078.0,41.0
2022,2022,FL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,3.6,Race/Ethnicity,Hispanic,1112.0,30.0
2021,2021,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,242.5,Overall,Overall,3078.0,41.0
2022,2022,CT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.2,Sex,Male,1043.0,24.0
2021,2021,WI,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,31.7,Sex,Male,3078.0,41.0
2021,2021,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,139.1,Race/Ethnicity,"White, non-Hispanic",3084.0,14.0
2021,2021,WY,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,6.5,Overall,Overall,3084.0,14.0
2021,2021,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,120.33,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",3078.0,41.0
2021,2021,WY,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,5.9,Sex,Female,3084.0,14.0
2022,2022,CA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,3.6,Race/Ethnicity,Hispanic,1340.0,8.0
2021,2021,WI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.3,Race/Ethnicity,"White, non-Hispanic",3078.0,41.0
2021,2021,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,58.4,Race/Ethnicity,Hispanic,3078.0,41.0
2021,2021,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,38.71,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",3078.0,41.0
2022,2022,DC,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,1.3,Age,Age 18-44,1049.0,44.0
2022,2022,DE,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.6,Race/Ethnicity,"White, non-Hispanic",1046.0,43.0
2022,2022,HI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,3.7,Sex,Female,1657.0,4.0
2022,2022,GA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.3,Sex,Male,1149.0,31.0
2022,2022,CT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.9,Race/Ethnicity,"White, non-Hispanic",1043.0,24.0
2022,2022,FL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.5,Race/Ethnicity,"Black, non-Hispanic",1112.0,30.0
2021,2021,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,61.47,Race/Ethnicity,"Black, non-Hispanic",3084.0,14.0
2022,2022,AZ,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,8.0,Sex,Female,986.0,7.0
2022,2022,CT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.0,Sex,Female,1043.0,24.0
2022,2022,DE,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,11.0,Age,Age >=65,1046.0,43.0
2021,2021,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,3.8,Overall,Overall,3078.0,41.0
2021,2021,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,38.95,Sex,Male,3084.0,14.0
2021,2021,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,147.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",3078.0,41.0
2021,2021,WI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.5,Sex,Male,3078.0,41.0
2022,2022,CA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,1.9,Age,Age 18-44,1340.0,8.0
2022,2022,DC,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,1.2,Race/Ethnicity,"White, non-Hispanic",1049.0,44.0
2022,2022,AZ,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,5.9,Overall,Overall,986.0,7.0
2022,2022,CA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.7,Age,Age 45-64,1340.0,8.0
2021,2021,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,315.2,Sex,Female,3084.0,14.0
2021,2021,WY,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,36.8,Sex,Female,3084.0,14.0
2022,2022,GA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,8.4,Race/Ethnicity,"White, non-Hispanic",1149.0,31.0
2022,2022,CT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,4.8,Race/Ethnicity,Hispanic,1043.0,24.0
2022,2022,DC,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.1,Overall,Overall,1049.0,44.0
2022,2022,DE,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.6,Sex,Male,1046.0,43.0
2021,2021,WY,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,30.0,Overall,Overall,3084.0,14.0
2022,2022,CO,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.6,Sex,Female,1398.0,9.0
2021,2021,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,90.4,Race/Ethnicity,"Black, non-Hispanic",3078.0,41.0
2022,2022,CT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,5.8,Sex,Female,1043.0,24.0
2022,2022,CO,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.3,Overall,Overall,1398.0,9.0
2021,2021,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,64.24,Race/Ethnicity,"Black, non-Hispanic",3084.0,14.0
2022,2022,GU,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,5.5,Overall,Overall,,
2021,2021,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,79.91,Race/Ethnicity,"White, non-Hispanic",3078.0,41.0
2021,2021,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,82.4,Sex,Female,3078.0,41.0
2022,2022,AK,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.8,Sex,Male,1673.0,51.0
2021,2021,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,3.33,Sex,Male,3078.0,41.0
2022,2022,AZ,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,13.5,Age,Age >=65,986.0,7.0
2022,2022,AL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,7.9,Race/Ethnicity,"Black, non-Hispanic",94.0,29.0
2022,2022,CT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,4.8,Race/Ethnicity,"Black, non-Hispanic",1043.0,24.0
2022,2022,CA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.7,Sex,Female,1340.0,8.0
2022,2022,FL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.9,Sex,Female,1112.0,30.0
2022,2022,AL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,9.4,Sex,Female,94.0,29.0
2021,2021,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,131.5,Sex,Male,3084.0,14.0
2022,2022,CA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,1.9,Race/Ethnicity,"Asian, non-Hispanic",1340.0,8.0
2021,2021,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,3.83,Race/Ethnicity,"White, non-Hispanic",3078.0,41.0
2022,2022,HI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,4.2,Race/Ethnicity,"White, non-Hispanic",1657.0,4.0
2022,2022,AL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,11.6,Age,Age 45-64,94.0,29.0
2022,2022,GA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,15.8,Age,Age >=65,1149.0,31.0
2021,2021,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,90.2,Sex,Male,3078.0,41.0
2022,2022,AR,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,9.1,Race/Ethnicity,"Black, non-Hispanic",998.0,15.0
2021,2021,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,268.8,Sex,Male,3078.0,41.0
2021,2021,WI,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,34.3,Overall,Overall,3078.0,41.0
2022,2022,AK,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.5,Age,Age 45-64,1673.0,51.0
2022,2022,CO,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,11.5,Age,Age >=65,1398.0,9.0
2022,2022,FL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,9.5,Race/Ethnicity,"White, non-Hispanic",1112.0,30.0
2021,2021,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,82.7,Overall,Overall,3078.0,41.0
2022,2022,AK,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.7,Race/Ethnicity,"White, non-Hispanic",1673.0,51.0
2021,2021,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,401.6,Race/Ethnicity,"White, non-Hispanic",3084.0,14.0
